owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,281443253.49,290066991.39
dfo-mpo,2018-2019,51591746.25,52534790.64
dfo-mpo,2019-2020,51763888.46,51366800.94
dfo-mpo,2020-2021,525456833.60,498598966.45
dfo-mpo,2021-2022,45300278.25,42756079.81
dnd-mdn,2017-2018,216702218.23,223355427.12
dnd-mdn,2018-2019,230331101.43,234685555.44
dnd-mdn,2019-2020,182020264.83,180559533.83
dnd-mdn,2020-2021,434747224.56,415136611.13
dnd-mdn,2021-2022,427127553.04,400071629.94
pwgsc-tpsgc,2017-2018,9632481.68,9927709.90
pwgsc-tpsgc,2018-2019,9632481.68,9808553.60
