d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,338527094.4242815
1_facilities_and_construction,2018-2019,109745069.82461448
1_facilities_and_construction,2019-2020,107389315.41366772
1_facilities_and_construction,2020-2021,583610157.1832038
11_defence,2017-2018,158548894.6486857
11_defence,2018-2019,172177777.84744924
11_defence,2019-2020,123707617.07793954
11_defence,2020-2021,376593900.97931325
2_professional_services,2017-2018,9632481.675813569
2_professional_services,2018-2019,9632481.675813569
5_transportation_and_logistics,2017-2018,1069482.6500000001
5_transportation_and_logistics,2019-2020,2687220.8
