d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1910086.55,1969007.99
2018-2019,1545200.04,1570624.72
2019-2020,3395163.69,3365475.55
2020-2021,2365951.26,2253403.43
2021-2022,734575.24,684048.38
