owner_org,d_fiscal_year,total
cas-satj,2019-2020,23068.70
cnsc-ccsn,2017-2018,108398.09
cnsc-ccsn,2018-2019,87682.67
cra-arc,2018-2019,27205.11
cra-arc,2019-2020,26881.24
crtc,2019-2020,85731.11
dfatd-maecd,2018-2019,552986.85
dfatd-maecd,2019-2020,1314116.91
dfatd-maecd,2020-2021,562697.40
dfo-mpo,2017-2018,1492109.88
dfo-mpo,2018-2019,84139.80
dfo-mpo,2019-2020,1194939.75
dfo-mpo,2020-2021,1285496.71
dnd-mdn,2017-2018,8486.69
dnd-mdn,2018-2019,15949.21
dnd-mdn,2019-2020,55799.57
dnd-mdn,2020-2021,17394.15
fin,2017-2018,9642.69
hc-sc,2019-2020,18815.72
hc-sc,2020-2021,75911.71
iaac-aeic,2018-2019,41780.62
jus,2017-2018,109965.40
jus,2018-2019,106966.35
nserc-crsng,2017-2018,41234.52
oic-ci,2018-2019,399492.13
oic-ci,2019-2020,234665.12
oic-ci,2020-2021,366788.00
osfi-bsif,2018-2019,41646.15
osfi-bsif,2019-2020,148736.25
ps-sp,2017-2018,81252.97
pwgsc-tpsgc,2017-2018,58996.31
pwgsc-tpsgc,2019-2020,29880.07
pwgsc-tpsgc,2020-2021,57663.29
ssc-spc,2018-2019,174777.20
ssc-spc,2019-2020,262529.24
