d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,4098947.2
JOSEPH M CHAPMAN,3918391.723277477
MTC LAW,3017589.2393539455
RICOH,2879280.4860706325
J M LEDRESSAY ASSOCIATES,2731890.918126759
"NATHANSON SEAMAN WATTS",2680104.5519251376
JONES COMPANY,2209082.9365626713
MOUSSEAU DELUCA MCPHERSON PRINCE,2129373.742462777
KEVIN J SHORT PROFESSIONAL,1983752.4889156627
KIMBERLY MILES,1893678.2171396143
JOLEEN HILAND,1877130.8565333332
FROST WILSON,1857412.360621404
KELLY GREENWAY BRUCE,1794460.1694131184
JOKINEN LAW PROFESSIONAL,1756984.070010953
RIOPELLE GROUP PROFESSIONAL,1694682.3013636363
RONALD J POIRIER PROFESSIONAL,1673604.5199726177
NISHA TECHONOLOGIES,1632166.54
BRADLEY LAW OFFICE,1543890.5824819205
MAKWA RESOURCING,1531583.0396694215
PUSHOR MITCHELL,1506784.4307793633
ROBERT S KRASKA BARRISTER SOLICITOR,1341202.8043373495
DARREN ANGER LAW PROFESSIONAL,1323491.009901424
BROTHERS ASSOCIATES LAW OFFICES,1281205.72671329
IRON MOUNTAIN,1253716.0858031088
RUSNAK BALACKO KACHUR RUSNAK,1247734.3717269525
SONIA CYR,1175904.3175868373
DAMIEN R FROST,1164453.6050109528
QUON FERGUSON LEGAL P C,1163282.8847480833
JABOUR SUDEYKO LUCKY BARRISTERS,1125587.9190038312
INSIGHT LAW,1102619.9572085387
LEIGH D VAN GORDER BARRISTER,1099958.7857972884
A K GHOSH PROFESSIONAL,1069141.233652793
MELINA RAWLUK PROFESSIONAL CORPORAT,1015314.093094435
DONEY LAW OFFICE,1007053.1150246306
BURCHELL MACDOUGALL,997932.4972898971
BELL CANADA,962931.48
MCNICOL BOURCIER,934355.8375085114
DONALD J FRASER,927784.360958379
JOHN FREDERICK HANBIDGE,913675.0210644243
SHIRTLIFF HINDS PROFESSIONAL,898447.0950910093
LEXISNEXIS CANADA,882555.0032456272
EXCEL HUMAN RESOURCES,868883.2027835051
ANTONIANI LAW PROFESSIONAL,837954.3954654983
VOLODYMYR FEDORCHUK,796216.6521193867
JENNIFER BRISCOE PROFESSIONAL,759961.4400000001
LEO PISCES SERVICES GROUP,759953.9065419177
NICHOLAS ALEXANDER,747401.4
GILLESPIE COMPANY,745658.5813688603
ALTIS HUMAN RESOURCES,743975.9025906736
BOW VALLEY COUNSEL,703978.2373856257
V G FINDLATER PROFESSIONAL,703183.3834957324
JOHN DICKSON PROFESSIONAL,685669.0599999999
WALLACE KLEIN PARTNERS IN LAW,662222.5900000001
ERWIN REINHARD SCHULZ,652685.4997754655
BRENDA LAWSON,650536.676078861
PARTNERS IN CREDIT,649750
LAW OFFICES OF MARK KLASSEN,643644.0415005477
GEORGES U CYR,641485.439112815
MILLS LAW,631444.6106061026
WYRZYKOWSKI ROBB,626560.0976537192
CLIFFE TOBIAS,614722.8299835796
MICHAEL K SMITH LAW OFFICE,613618.6956290769
TIMOTHY S MCCANN,603386.8825123153
CARSWELL,603345.73
FINDLAY LAW OFFICE,603149.670219058
ARNOT HEFFERNAN SLOBODIAN,598665.3634255067
XEROX,581680.662369092
NORTHERN MICRO,570880.11
PAUL A BAILEY PROFESSIONAL CORPORA,570303.770258212
STEWART PILON LEGAL PROFESSIONAL,568808.4416319825
STEWART MCKELVEY,568424.0811825177
SIERRA SYSTEMS GROUP C R 131178,564962.9619672131
FRANCES BRENNAN LAW,550471.4023552894
LAW OFFICE OF TILTON T DONIHEE,527264.1355859803
WELLS LAMEY MAILMAN BRYSON,519885.677086528
GLENDON J ABBOTT Q C,517334.587245345
C R BOND PROFESSIONAL,511830.52330606495
LEIS FISCHER,508561.36000000004
PETER WENGLOWSKI PROFESSIONAL,505151.65705296287
EVANS ADAMS,504584.82650602405
REBECCA B SMYTH LAW,484947.44000000006
KAUN LAW,482929.71559145674
MCCOY LAW,477916.55083932984
LEE INGLIS ALBRECHT,474484.51810136763
DAIGLE AND ASSOCIE E S,473934.7968784228
DONNELLY MURPHY LAWYERS,460483.6981267557
MIKE DUNN ENTERPRISES,455864.1481763418
LAJVIR S BENIPAL PROFESSIONAL,449939.5248290014
MARKSON LAW PROFESSIONAL,444249.74345054955
MACISAAC CLARKE DUFFY,441906.59199324326
THOMPSON LEROSE BROWN,427817.95855146943
TEKSYSTEMS CANADA,424951.7049052179
JESSICA LATHAM DIXON,420148.8090909091
AZAM MURJI,410713.97567907994
NTECH CONSULTING,404540.00000000006
ROBIN A BELLOWS LL B,397699.90282560705
LEIGH VAN GORDER BARRISTER SOLIC,395935.52653324726
GARTNER,392855.9154609929
GRAYDON MCGEACHY LAW,390089.3561142857
ERIN J LAINEVOOL,385269.83999999997
