d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,20627.71
10_office_management,2020-2021,1358398.63
10_office_management,2021-2022,1137770.06
11_defence,2017-2018,261772.69
11_defence,2018-2019,2427.78
11_defence,2019-2020,2434.43
11_defence,2020-2021,2427.78
11_defence,2021-2022,2427.78
2_professional_services,2017-2018,812775.76
2_professional_services,2018-2019,1079785.69
2_professional_services,2019-2020,1042356.56
2_professional_services,2020-2021,1957055.31
2_professional_services,2021-2022,2121987.70
6_industrial_products_and_services,2020-2021,182837.40
