d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,20627.71
10_office_management,2020-2021,1358398.63
11_defence,2017-2018,261772.6920308672
11_defence,2018-2019,2427.782030867222
11_defence,2019-2020,2434.4334884860364
11_defence,2020-2021,2427.782030867222
2_professional_services,2017-2018,812775.76
2_professional_services,2018-2019,1079785.69
2_professional_services,2019-2020,1042356.5599999999
2_professional_services,2020-2021,1957055.3066666666
6_industrial_products_and_services,2020-2021,182837.39999999997
