owner_org,d_fiscal_year,total
aafc-aac,2018-2019,24751.129999999997
aafc-aac,2019-2020,242716.78
aafc-aac,2020-2021,462187.8681294964
cfia-acia,2018-2019,43271.05
cgc-ccg,2017-2018,5005.328923357664
cgc-ccg,2018-2019,5005.328923357664
cgc-ccg,2019-2020,5019.042153284671
cgc-ccg,2020-2021,1945.3611738148986
dnd-mdn,2019-2020,17606.5
dnd-mdn,2020-2021,576390.7350044334
ec,2017-2018,33157.65
ec,2018-2019,19179.45
ec,2019-2020,23946.32
ec,2020-2021,24544.87
nrc-cnrc,2017-2018,668386.6753821084
nrc-cnrc,2018-2019,411752.5508969813
nrc-cnrc,2019-2020,658001.8111683687
nrc-cnrc,2020-2021,724626.8540657187
pc,2017-2018,12202.659602846887
pc,2018-2019,12689.585204597433
pc,2019-2020,135509.19480925656
pc,2020-2021,169175.2544987602
pch,2017-2018,14916
pch,2018-2019,32663.330474452552
pch,2019-2020,32752.819051094888
pch,2020-2021,32663.330474452552
phac-aspc,2020-2021,42431.3
pwgsc-tpsgc,2017-2018,236775.76472681368
pwgsc-tpsgc,2018-2019,274737.1090141594
pwgsc-tpsgc,2019-2020,346950.89642836794
pwgsc-tpsgc,2020-2021,2105170.987923651
rcmp-grc,2017-2018,14409.5
tc,2020-2021,13219.5
