owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,24751.13,25061.91
aafc-aac,2019-2020,242716.78,237550.40
aafc-aac,2020-2021,462187.87,437661.65
aafc-aac,2021-2022,91117.40,85482.74
cfia-acia,2018-2019,43271.05,43814.36
cgc-ccg,2017-2018,5005.33,5135.03
cgc-ccg,2018-2019,5005.33,5083.17
cgc-ccg,2019-2020,5019.04,4976.69
cgc-ccg,2020-2021,1945.36,1850.31
cgc-ccg,2021-2022,3227.53,2996.59
dnd-mdn,2019-2020,17606.50,17180.41
dnd-mdn,2020-2021,467258.54,442941.11
dnd-mdn,2021-2022,383451.16,358958.88
ec,2017-2018,33157.65,33993.03
ec,2018-2019,19179.45,19368.16
ec,2019-2020,23946.32,23744.24
ec,2020-2021,24544.87,23334.08
ec,2021-2022,25084.10,23289.21
nrc-cnrc,2017-2018,668386.68,685634.23
nrc-cnrc,2018-2019,411752.55,417837.05
nrc-cnrc,2019-2020,658001.81,649103.04
nrc-cnrc,2020-2021,724626.85,689118.01
nrc-cnrc,2021-2022,608868.30,565729.05
pc,2017-2018,11818.32,12124.35
pc,2018-2019,12305.24,12496.61
pc,2019-2020,135123.80,132035.52
pc,2020-2021,169175.25,159797.20
pc,2021-2022,4335.78,4025.53
pch,2017-2018,14916.00,15274.60
pch,2018-2019,32663.33,33171.29
pch,2019-2020,32752.82,32476.42
pch,2020-2021,32663.33,31052.06
pch,2021-2022,36615.47,33995.45
phac-aspc,2020-2021,42431.30,40122.82
pwgsc-tpsgc,2017-2018,236775.76,242539.11
pwgsc-tpsgc,2018-2019,274737.11,278987.50
pwgsc-tpsgc,2019-2020,346950.90,342073.06
pwgsc-tpsgc,2020-2021,2105170.99,1997675.82
pwgsc-tpsgc,2021-2022,4772430.10,4424763.25
rcmp-grc,2017-2018,14409.50,14762.55
rcmp-grc,2021-2022,7076.39,6391.40
tc,2020-2021,13219.50,12541.41
