d_fiscal_year,total,total_constant_2019_dollars
2017-2018,984469.23,1009462.90
2018-2019,823665.19,835820.04
2019-2020,1462117.97,1439139.78
2020-2021,4043223.87,3836094.46
2021-2022,5932206.25,5505632.10
