d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,781361.78,805064.59
1_facilities_and_construction,2018-2019,684591.53,696133.70
1_facilities_and_construction,2019-2020,1152694.43,1136537.02
1_facilities_and_construction,2020-2021,3777681.08,3600190.74
1_facilities_and_construction,2021-2022,5344106.18,4999901.43
2_professional_services,2017-2018,30037.09,30927.87
2_professional_services,2018-2019,44893.70,45428.95
2_professional_services,2019-2020,154016.88,151484.80
2_professional_services,2020-2021,209326.63,199707.75
2_professional_services,2021-2022,196831.31,183489.97
3_information_technology,2017-2018,173070.36,177904.42
3_information_technology,2018-2019,67034.30,68745.03
3_information_technology,2019-2020,2041.11,1992.49
3_information_technology,2020-2021,16366.83,15521.43
3_information_technology,2021-2022,9802.05,9266.87
6_industrial_products_and_services,2019-2020,153365.55,149712.27
6_industrial_products_and_services,2020-2021,42431.30,40380.83
6_industrial_products_and_services,2021-2022,22826.00,20755.01
8_security_and_protection,2018-2019,27145.66,27377.17
8_security_and_protection,2020-2021,9812.23,9306.33
8_security_and_protection,2021-2022,410347.07,383950.08
