d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,781746.1229206711
1_facilities_and_construction,2018-2019,684975.8769209202
1_facilities_and_construction,2019-2020,1153079.8247926177
1_facilities_and_construction,2020-2021,3874419.0714403307
2_professional_services,2017-2018,203107.45571445551
2_professional_services,2018-2019,111927.9975926281
2_professional_services,2019-2020,154016.87692964307
2_professional_services,2020-2021,209326.63057679997
3_information_technology,2019-2020,2041.1118881118882
3_information_technology,2020-2021,16366.833317367564
6_industrial_products_and_services,2019-2020,153365.55
6_industrial_products_and_services,2020-2021,42431.3
8_security_and_protection,2018-2019,27145.66
8_security_and_protection,2020-2021,9812.225935828877
