owner_org,d_fiscal_year,total
aafc-aac,2017-2018,46860
aafc-aac,2018-2019,22000
csa-asc,2017-2018,1462761.7903828907
csa-asc,2018-2019,1618396.5791340682
csa-asc,2019-2020,1346652.5839345544
csa-asc,2020-2021,1342973.2052899245
dfatd-maecd,2017-2018,11187
dfo-mpo,2019-2020,0
dnd-mdn,2017-2018,364767.551147929
dnd-mdn,2018-2019,1506369.0717291688
dnd-mdn,2019-2020,1819521.2171720422
dnd-mdn,2020-2021,2684277.9300686615
ec,2017-2018,91972.90285714286
ec,2018-2019,97722.8615078462
ec,2019-2020,133581.1238110146
ec,2020-2021,174136.8299877697
esdc-edsc,2018-2019,24750
esdc-edsc,2019-2020,39675
hc-sc,2017-2018,1128164.9301812588
hc-sc,2018-2019,1109995.3348757925
hc-sc,2019-2020,850212.3279324508
hc-sc,2020-2021,141699.20142336973
nrc-cnrc,2019-2020,594222.0760718845
nrc-cnrc,2020-2021,732569.193698171
nrcan-rncan,2017-2018,118476.42405120707
nrcan-rncan,2018-2019,94559
nrcan-rncan,2019-2020,125008.22975154207
nrcan-rncan,2020-2021,179437.85512422898
pc,2017-2018,10672.222222222223
pc,2020-2021,17490
phac-aspc,2017-2018,47815.826424870465
phac-aspc,2018-2019,56528.17357512953
polar-polaire,2019-2020,27952.25
ps-sp,2020-2021,22600
tbs-sct,2020-2021,39954.54
tc,2017-2018,24998.99
wage,2020-2021,15719.145199999997
