d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,21375.00,22013.81
0_other,2019-2020,28418.25,27769.60
1_facilities_and_construction,2017-2018,515506.35,530406.91
1_facilities_and_construction,2018-2019,1916531.40,1951626.44
1_facilities_and_construction,2019-2020,1748188.14,1734947.54
1_facilities_and_construction,2020-2021,1627600.18,1551560.76
1_facilities_and_construction,2021-2022,1832599.28,1701123.82
1_facilities_and_construction,2022-2023,2081477.97,1864099.67
2_professional_services,2017-2018,2703155.69,2786284.03
2_professional_services,2018-2019,2550179.31,2599253.98
2_professional_services,2019-2020,3070197.50,3039300.46
2_professional_services,2020-2021,3544117.52,3375431.36
2_professional_services,2021-2022,1293356.21,1201855.59
2_professional_services,2022-2023,731813.69,651686.05
3_information_technology,2017-2018,22600.00,23245.42
3_information_technology,2019-2020,12253.01,11986.49
3_information_technology,2020-2021,84555.99,80124.31
3_information_technology,2021-2022,44723.49,41580.58
3_information_technology,2022-2023,38420.00,34259.24
6_industrial_products_and_services,2019-2020,24005.57,23540.32
6_industrial_products_and_services,2020-2021,30973.90,29552.39
9_human_capital,2017-2018,24998.99,25712.92
9_human_capital,2022-2023,69999.99,62452.82
