d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,535547.9594081368
1_facilities_and_construction,2018-2019,1980141.7125361862
1_facilities_and_construction,2019-2020,1811972.7251650076
1_facilities_and_construction,2020-2021,1691210.4886152367
2_professional_services,2017-2018,2703155.6878593843
2_professional_services,2018-2019,2550179.308285819
2_professional_services,2019-2020,3070197.5044499794
2_professional_services,2020-2021,3544117.515211294
3_information_technology,2017-2018,22600
3_information_technology,2019-2020,12253.012048192772
3_information_technology,2020-2021,84555.9939759036
6_industrial_products_and_services,2019-2020,24005.56701030928
6_industrial_products_and_services,2020-2021,30973.902989690723
9_human_capital,2017-2018,24998.99
NA,2017-2018,21375
NA,2019-2020,18396
