d_fiscal_year,total,total_constant_2019_dollars
2017-2018,308527026.50,317925798.55
2018-2019,370598926.01,377519012.85
2019-2020,356494639.35,353552810.77
2020-2021,467720947.47,445818266.72
2021-2022,561434488.71,525070819.53
