d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,154250.73,158501.43
11_defence,2019-2020,129829.25,129672.60
11_defence,2021-2022,43948.80,40494.74
3_information_technology,2017-2018,36107.99,37115.50
3_information_technology,2019-2020,23392.91,22835.67
3_information_technology,2021-2022,35394.66,32874.39
5_transportation_and_logistics,2017-2018,1490197.64,1533551.49
5_transportation_and_logistics,2018-2019,1100666.40,1116110.77
5_transportation_and_logistics,2019-2020,1829670.92,1799233.05
5_transportation_and_logistics,2020-2021,2605603.58,2488522.94
5_transportation_and_logistics,2021-2022,1910025.28,1756034.22
6_industrial_products_and_services,2017-2018,32540.32,33616.56
6_industrial_products_and_services,2018-2019,28890.92,29366.29
6_industrial_products_and_services,2019-2020,17246.25,16835.43
6_industrial_products_and_services,2020-2021,15729.59,14918.60
6_industrial_products_and_services,2021-2022,105559.37,97684.12
