normalized_vendor_name,original_vendor_name
HITACHI DATA SYSTEMS,HITACHI VANTARA INC.
HITACHI DATA SYSTEMS,HITACHI DATA SYSTEMS
HITACHI DATA SYSTEMS,HITACHI DATA SYSTEMS INC.
HITACHI DATA SYSTEMS,HITACHI HIGH-TECHNOLOGIES CANADA
HITACHI DATA SYSTEMS,HITACHI HIGH-TECH CANADA INC
HITACHI DATA SYSTEMS,Hitachi Data Systems Inc.
HITACHI DATA SYSTEMS,HITACHI HIGH-TECHNOLOGIES CANADA INC
HITACHI DATA SYSTEMS,HITACHI HIGH-TECHNOLOGIES
HITACHI DATA SYSTEMS,Hitachi High-Technologies Canada Inc
HITACHI DATA SYSTEMS,HITACHI VANTARA INC
HITACHI DATA SYSTEMS,"Hitachi High-Technologies Canada,"
HITACHI DATA SYSTEMS,Hitachi Data Systems
HITACHI DATA SYSTEMS,HITACHI HIGH TECHNOLOGIES CANADA INC.
HITACHI DATA SYSTEMS,HITACHI DATA SYSTEMS INC
HITACHI DATA SYSTEMS,HITACHI HIGH-TECH
HITACHI DATA SYSTEMS,HITACHI DATAT SYSTEMS INC
HITACHI DATA SYSTEMS,"HITACHI HIGH-TECH CANADA, INC."
HITACHI DATA SYSTEMS,Hitachi High-Technologies Canada inc.
HITACHI DATA SYSTEMS,Hitachi Data Systems inc
HITACHI DATA SYSTEMS,HITACHI SOFTWARE ENGINEERING AMERICA LTD.
HITACHI DATA SYSTEMS,HITACHI HIGH-TECHNOLOGIES INC.
HITACHI DATA SYSTEMS,Hitachi Vantara
HITACHI DATA SYSTEMS,Hitachi High Technologies Canada
HITACHI DATA SYSTEMS,HITACHI HIGH TECHNOLOGIES
HITACHI DATA SYSTEMS,Hitachi Data Systems Inc
HITACHI DATA SYSTEMS,Hitachi Hight technologie
