d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,275175.15,282418.06
it_consulting_services,2018-2019,186699.96,189354.30
it_consulting_services,2019-2020,2220508.03,2170905.67
it_consulting_services,2020-2021,8945063.60,8499995.67
it_consulting_services,2021-2022,10577.58,9553.67
it_devices_equipment,2017-2018,9126890.58,9362667.75
it_devices_equipment,2018-2019,2948382.03,3010412.12
it_devices_equipment,2019-2020,4812643.73,4759276.95
it_devices_equipment,2020-2021,6034676.46,5737288.27
it_devices_equipment,2021-2022,6222957.94,5774055.64
it_other,2017-2018,59914.99,61467.58
it_other,2018-2019,68486.72,69547.30
it_other,2019-2020,21475.50,21294.27
it_other,2020-2021,96674.82,91224.63
it_other,2021-2022,5339.54,5048.86
it_software_licensing,2017-2018,3700465.89,3796491.60
it_software_licensing,2020-2021,6395.28,6032.47
it_software_licensing,2021-2022,48341.31,44830.05
