d_fiscal_year,total,total_constant_2019_dollars
2017-2018,13987350.47,14418647.23
2018-2019,4274812.19,4374855.10
2019-2020,9637846.41,9495348.97
2020-2021,15986694.76,15218017.19
2021-2022,6949736.22,6461672.22
2022-2023,15760864.68,14087068.11
