d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,508338.17,521315.72
1_facilities_and_construction,2018-2019,778548.00,791565.79
1_facilities_and_construction,2019-2020,298118.49,296583.90
1_facilities_and_construction,2020-2021,413880.58,393078.69
1_facilities_and_construction,2021-2022,506311.17,475319.25
11_defence,2019-2020,89734.44,87562.82
11_defence,2020-2021,56912.63,53589.96
2_professional_services,2017-2018,93110.15,95319.36
2_professional_services,2019-2020,17926.32,17557.62
2_professional_services,2020-2021,20326.44,19173.31
2_professional_services,2021-2022,1494.11,1349.48
3_information_technology,2017-2018,13162446.61,13503045.00
3_information_technology,2018-2019,3203568.70,3269313.72
3_information_technology,2019-2020,7054627.26,6951476.89
3_information_technology,2020-2021,15082810.15,14334541.03
3_information_technology,2021-2022,6287216.37,5833488.22
5_transportation_and_logistics,2021-2022,13064.81,12035.06
6_industrial_products_and_services,2017-2018,223455.54,229066.26
6_industrial_products_and_services,2018-2019,292695.50,296123.86
6_industrial_products_and_services,2019-2020,2177439.90,2133432.29
6_industrial_products_and_services,2020-2021,403630.21,383307.84
6_industrial_products_and_services,2021-2022,141649.75,130519.69
