d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,508338.1686641411
1_facilities_and_construction,2018-2019,778547.9965753425
1_facilities_and_construction,2019-2020,298118.4863722584
1_facilities_and_construction,2020-2021,413880.5758743169
11_defence,2019-2020,56499.44
11_defence,2020-2021,56912.63
2_professional_services,2017-2018,103954.64
2_professional_services,2019-2020,2133757.794532141
2_professional_services,2020-2021,8941534.25546786
3_information_technology,2017-2018,13151602.124083683
3_information_technology,2018-2019,3203568.697431448
3_information_technology,2019-2020,4938795.7857598625
3_information_technology,2020-2021,6155207.058862018
6_industrial_products_and_services,2017-2018,223455.53904240765
6_industrial_products_and_services,2018-2019,292695.49834689836
6_industrial_products_and_services,2019-2020,2210674.902221496
6_industrial_products_and_services,2020-2021,410025.48460397345
