d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,10371.23,10639.57
1_facilities_and_construction,2018-2019,24997.77,25254.75
1_facilities_and_construction,2019-2020,20607.26,20501.80
1_facilities_and_construction,2020-2021,15306.16,14563.97
1_facilities_and_construction,2021-2022,38089.41,34844.60
10_office_management,2017-2018,20708.07,21281.39
10_office_management,2018-2019,61917.09,62576.73
10_office_management,2019-2020,35449.80,35182.28
10_office_management,2020-2021,37023.43,35040.78
10_office_management,2021-2022,48411.46,44074.08
2_professional_services,2017-2018,1614113.42,1655976.06
2_professional_services,2018-2019,1507898.14,1531188.20
2_professional_services,2019-2020,1393652.49,1382855.92
2_professional_services,2020-2021,1563411.15,1485126.77
2_professional_services,2021-2022,1957634.53,1815984.29
3_information_technology,2017-2018,106580.48,109278.37
3_information_technology,2018-2019,416718.21,421400.07
3_information_technology,2019-2020,551126.56,545189.25
3_information_technology,2020-2021,621575.96,591268.74
3_information_technology,2021-2022,821208.26,761122.25
5_transportation_and_logistics,2019-2020,126066.11,124501.87
5_transportation_and_logistics,2020-2021,20851.28,19683.19
6_industrial_products_and_services,2018-2019,94.61,95.54
6_industrial_products_and_services,2019-2020,1731.32,1716.71
6_industrial_products_and_services,2020-2021,1726.59,1641.42
6_industrial_products_and_services,2021-2022,1726.59,1603.05
8_security_and_protection,2018-2019,41964.76,42593.80
8_security_and_protection,2019-2020,47931.71,47527.22
8_security_and_protection,2020-2021,48667.83,46267.06
8_security_and_protection,2021-2022,51658.36,47961.95
9_human_capital,2017-2018,102352.85,104933.24
9_human_capital,2018-2019,110656.43,112240.19
9_human_capital,2019-2020,210492.06,208715.70
9_human_capital,2020-2021,143657.26,136364.66
9_human_capital,2021-2022,64342.72,59919.13
