d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,10371.232876712329
1_facilities_and_construction,2018-2019,24997.76712328767
1_facilities_and_construction,2019-2020,20607.259497098647
1_facilities_and_construction,2020-2021,15306.160502901354
10_office_management,2017-2018,20708.07447619048
10_office_management,2018-2019,61917.09
10_office_management,2019-2020,35449.8
10_office_management,2020-2021,37023.43
2_professional_services,2017-2018,1633585.0222811014
2_professional_services,2018-2019,1517561.1900007096
2_professional_services,2019-2020,1400139.169928494
2_professional_services,2020-2021,1618192.008424203
3_information_technology,2017-2018,47708.6
3_information_technology,2018-2019,324044.4855438281
3_information_technology,2019-2020,263275.44679896743
3_information_technology,2020-2021,252504.40616575003
5_transportation_and_logistics,2019-2020,126066.1099726776
5_transportation_and_logistics,2020-2021,20851.280027322406
6_industrial_products_and_services,2018-2019,94.60790106492615
6_industrial_products_and_services,2019-2020,1731.3245894881486
6_industrial_products_and_services,2020-2021,1726.5941944349022
8_security_and_protection,2018-2019,41964.759999999995
8_security_and_protection,2019-2020,47931.71000000001
8_security_and_protection,2020-2021,48667.83
9_human_capital,2017-2018,141753.13208088998
9_human_capital,2018-2019,193667.10887579081
9_human_capital,2019-2020,462783.85737141984
9_human_capital,2020-2021,457947.9531093622
