d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,58871.88,60669.00
it_consulting_services,2018-2019,92673.73,94020.91
it_consulting_services,2019-2020,287646.01,285554.37
it_consulting_services,2020-2021,406106.79,387850.27
it_consulting_services,2021-2022,721429.90,673851.21
it_devices_equipment,2018-2019,315758.91,319127.49
it_other,2017-2018,47708.60,49093.19
it_other,2019-2020,140373.12,138070.56
it_other,2020-2021,3312.04,3141.28
it_other,2021-2022,7931.46,7557.16
it_software_licensing,2018-2019,8285.58,8408.37
it_software_licensing,2019-2020,123107.43,121796.52
it_software_licensing,2020-2021,212157.13,202091.04
it_software_licensing,2021-2022,91846.89,85697.30
