d_vendor_name,overall_total
BELL CANADA,3266456.00
DELOITTE AND TOUCHE,544754.01
INFO TECH RESEARCH GROUP,251030.34
CARAHSOFT TECHNOLOGY,228968.13
GARTNER,227007.12
ERNST YOUNG,214049.58
GOSS GILROY,191535.00
R R INTERNATIONAL TRANSLATION,190330.62
"NATIONS TRANSLATION GROUP",148050.92
CANADIAN CORPS OF COMMISSIONAIRES,138564.30
MEGALEXIS COMMUNICATIONS,50888.86
ECOLE DE LANGUES ABCE,50095.01
ECOLE DE LANGUES LA CITE,48039.76
GRAYBRIDGE INTERNATIONAL CONSULTING,35174.60
ADVANCED BUSINESS INTERIORS,33781.92
GC STRATEGIES,24860.00
TOTEM OFFISOURCE,21814.66
THOMSON REUTERS,21546.84
LANGUAGE RESEARCH DEVELOPMENT GROUP,18000.00
NEWFOUND RECRUITING,12076.36
HYPERTEC,10588.50
IRON MOUNTAIN,10184.00
SYSTEMSCOPE,4631.15
CISION CANADA,3501.64
IBM CANADA,38.85
