owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,14690.00,13752.05
atssc-scdata,2018-2019,62432.50,63697.90
cas-satj,2018-2019,27063.50,27487.52
cas-satj,2019-2020,34323.75,34046.09
cas-satj,2021-2022,10392.33,9469.81
cas-satj,2022-2023,38192.24,34096.10
cbsa-asfc,2019-2020,11017.50,10828.71
ced-dec,2020-2021,39945.50,37639.68
cfia-acia,2021-2022,39521.75,36579.73
crtc,2021-2022,27685.00,25598.74
csc-scc,2017-2018,24860.00,25578.86
csc-scc,2018-2019,24860.00,25259.08
csc-scc,2020-2021,20340.00,19381.23
csc-scc,2021-2022,39945.50,36322.08
dfatd-maecd,2018-2019,20934.74,21204.92
dfatd-maecd,2019-2020,136614.28,134712.05
dfatd-maecd,2020-2021,186796.47,177839.00
dfatd-maecd,2021-2022,227471.84,212310.80
dfatd-maecd,2022-2023,105677.43,94250.34
dfo-mpo,2017-2018,46669.00,48139.59
dfo-mpo,2018-2019,155738.85,158151.35
dfo-mpo,2019-2020,42940.00,42526.72
dfo-mpo,2020-2021,70240.93,66516.46
dfo-mpo,2021-2022,114713.38,107251.70
dfo-mpo,2022-2023,142239.88,126567.97
dnd-mdn,2021-2022,98310.00,91174.61
dnd-mdn,2022-2023,30651.25,27354.08
ec,2017-2018,137046.97,141332.12
ec,2018-2019,207736.06,210955.53
ec,2019-2020,118558.53,117266.54
ec,2020-2021,42307.07,40406.58
ec,2021-2022,106033.47,97381.05
ec,2022-2023,92742.45,82370.74
elections,2019-2020,224632.41,224387.85
esdc-edsc,2017-2018,29666.59,30562.10
esdc-edsc,2018-2019,60823.09,62228.88
esdc-edsc,2019-2020,75654.73,74126.07
esdc-edsc,2020-2021,132674.06,126107.84
esdc-edsc,2021-2022,57344.53,53505.97
hc-sc,2017-2018,168927.92,173898.08
hc-sc,2018-2019,336145.19,342133.68
hc-sc,2019-2020,103730.86,102180.92
hc-sc,2020-2021,252756.64,240160.60
hc-sc,2021-2022,273025.87,254207.03
hc-sc,2022-2023,193067.43,171484.59
iaac-aeic,2017-2018,14512.30,14967.46
iaac-aeic,2019-2020,16808.75,16719.29
iaac-aeic,2021-2022,13616.50,12474.37
iaac-aeic,2022-2023,13616.50,12135.79
ic,2017-2018,37934.09,39105.03
ic,2018-2019,70269.06,71506.92
ic,2019-2020,35900.10,35560.81
isc-sac,2019-2020,14595.00,14499.71
isc-sac,2020-2021,48913.54,46252.87
isc-sac,2021-2022,114293.53,105341.68
isc-sac,2022-2023,141196.89,126298.09
jus,2017-2018,24860.00,25624.71
lac-bac,2018-2019,6593.55,6707.48
lac-bac,2019-2020,8264.52,8198.59
lac-bac,2020-2021,8241.94,7848.97
nrcan-rncan,2020-2021,39747.75,37771.90
nrcan-rncan,2022-2023,3774.58,3340.30
oag-bvg,2018-2019,3671.05,3705.34
oag-bvg,2019-2020,11668.70,11704.81
osfi-bsif,2018-2019,27387.96,28017.18
osfi-bsif,2019-2020,22275.54,22295.03
osfi-bsif,2022-2023,39945.50,35667.42
pco-bcp,2017-2018,32792.65,33852.02
phac-aspc,2017-2018,10314.93,10650.24
phac-aspc,2020-2021,2222.07,2093.80
phac-aspc,2021-2022,20220.50,18764.54
phac-aspc,2022-2023,54686.66,48743.65
ps-sp,2021-2022,61782.75,56988.66
psc-cfp,2019-2020,4446.40,4344.91
psc-cfp,2020-2021,47733.44,45457.54
psc-cfp,2021-2022,68786.78,63410.89
psc-cfp,2022-2023,78744.96,70668.88
pwgsc-tpsgc,2018-2019,8395.51,8473.94
pwgsc-tpsgc,2019-2020,33582.75,33389.54
pwgsc-tpsgc,2020-2021,3258.94,3070.82
pwgsc-tpsgc,2021-2022,15979.31,15082.06
pwgsc-tpsgc,2022-2023,39945.50,35427.81
rcmp-grc,2020-2021,77574.50,74422.84
ssc-spc,2017-2018,79575.66,82132.79
ssc-spc,2018-2019,49268.00,49971.24
ssc-spc,2019-2020,83216.73,81619.30
ssc-spc,2020-2021,127890.52,121834.22
ssc-spc,2021-2022,97242.82,90155.29
ssc-spc,2022-2023,121289.75,108744.27
statcan,2021-2022,81648.44,73901.66
statcan,2022-2023,86693.31,77573.54
tbs-sct,2017-2018,21853.10,22502.41
tbs-sct,2018-2019,65356.57,66494.41
tbs-sct,2019-2020,36871.85,36409.67
tbs-sct,2020-2021,84003.62,79689.94
tbs-sct,2021-2022,58401.71,53463.22
tbs-sct,2022-2023,174459.11,156211.03
tc,2017-2018,74580.00,76897.49
tc,2018-2019,24860.00,25214.28
tc,2019-2020,41200.16,40595.59
tc,2020-2021,106098.29,100987.92
tc,2021-2022,95305.59,87576.16
tc,2022-2023,154873.36,138185.86
