d_fiscal_year,total,total_constant_2019_dollars
2017-2018,703593.22,721726.94
2018-2019,1151535.63,1167737.09
2019-2020,1056302.56,1044699.95
2020-2021,1208488.86,1147739.66
2021-2022,1554364.60,1436701.65
