d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,25294.5
2_professional_services,2017-2018,648485.1079373222
2_professional_services,2018-2019,954050.2290225335
2_professional_services,2019-2020,768234.8350818948
2_professional_services,2020-2021,1149030.1212447141
3_information_technology,2017-2018,24860
3_information_technology,2018-2019,41956.510344827584
3_information_technology,2019-2020,38893.04137931034
3_information_technology,2020-2021,51670.79827586207
9_human_capital,2017-2018,30248.111587982836
9_human_capital,2018-2019,155528.88841201717
9_human_capital,2019-2020,223880.182513089
9_human_capital,2020-2021,47733.4387434555
