owner_org,d_fiscal_year,total
atssc-scdata,2018-2019,62432.5
cas-satj,2018-2019,27063.500000000004
cas-satj,2019-2020,34323.75
cbsa-asfc,2019-2020,11017.5
csc-scc,2017-2018,24860
csc-scc,2018-2019,24860
csc-scc,2020-2021,20340
dfatd-maecd,2018-2019,20934.736842105263
dfatd-maecd,2019-2020,136614.28219987173
dfatd-maecd,2020-2021,186796.4734266792
dfo-mpo,2017-2018,46669
dfo-mpo,2018-2019,155738.85
dfo-mpo,2019-2020,42940
dfo-mpo,2020-2021,70240.93333333333
ec,2017-2018,137046.96859047355
ec,2018-2019,207736.06357065847
ec,2019-2020,118558.53112572653
ec,2020-2021,42307.07489766529
elections,2019-2020,224632.41
esdc-edsc,2017-2018,29666.58925595613
esdc-edsc,2018-2019,60823.09230142092
esdc-edsc,2019-2020,75654.72856255178
esdc-edsc,2020-2021,132674.05512165875
hc-sc,2017-2018,168927.91701596914
hc-sc,2018-2019,336145.1910609539
hc-sc,2019-2020,103730.86000212857
hc-sc,2020-2021,169969.26999787142
iaac-aeic,2019-2020,16808.75
ic,2017-2018,37934.094666666664
ic,2018-2019,70269.05533333334
ic,2019-2020,35900.1
isc-sac,2019-2020,14594.999999999998
isc-sac,2020-2021,39945.5
jus,2017-2018,24860
lac-bac,2018-2019,6593.548387096775
lac-bac,2019-2020,8264.51612903226
lac-bac,2020-2021,8241.935483870968
nrcan-rncan,2020-2021,39747.75
oag-bvg,2018-2019,3671.051282051282
oag-bvg,2019-2020,11668.698717948719
osfi-bsif,2018-2019,27387.959558823528
osfi-bsif,2019-2020,22275.54044117647
pco-bcp,2017-2018,32792.64818763326
phac-aspc,2017-2018,10314.934782608694
psc-cfp,2019-2020,4446.402513089006
psc-cfp,2020-2021,47733.4387434555
pwgsc-tpsgc,2018-2019,8395.510344827586
pwgsc-tpsgc,2019-2020,33582.74965517241
pwgsc-tpsgc,2020-2021,3258.938524590164
rcmp-grc,2020-2021,77574.5
ssc-spc,2017-2018,79575.66471544714
ssc-spc,2018-2019,49268
ssc-spc,2019-2020,83216.72790838958
ssc-spc,2020-2021,83840.92209161042
tbs-sct,2017-2018,21853.103923453655
tbs-sct,2018-2019,65356.56909810723
tbs-sct,2019-2020,36871.849350811484
tbs-sct,2020-2021,84003.62222222223
tc,2017-2018,74580
tc,2018-2019,24860
tc,2019-2020,41200.162368395635
tc,2020-2021,107836.97443256059
