d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,589918.61,607916.70
it_consulting_services,2018-2019,1036718.44,1057051.84
it_consulting_services,2019-2020,1244713.76,1230490.73
it_consulting_services,2020-2021,1131665.78,1075689.49
it_consulting_services,2021-2022,1499648.04,1392771.20
it_consulting_services,2022-2023,2132127.17,1902618.34
it_other,2019-2020,25839.81,25312.20
it_other,2020-2021,13826.57,13060.98
it_other,2021-2022,48251.00,45324.82
it_other,2022-2023,11979.43,10601.14
it_software_licensing,2019-2020,8485.40,8291.72
it_software_licensing,2020-2021,10724.60,10130.77
