owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,17041.39,17511.00
aafc-aac,2020-2021,102999.36,97827.20
cgc-ccg,2017-2018,92588.46,95481.60
cgc-ccg,2018-2019,28460.68,28941.01
cgc-ccg,2019-2020,5015.37,5033.61
csc-scc,2021-2022,47140.95,42863.88
dfo-mpo,2020-2021,11961.52,11394.53
dnd-mdn,2017-2018,410555.42,421960.45
dnd-mdn,2018-2019,780508.61,788369.78
dnd-mdn,2019-2020,537688.58,524894.10
dnd-mdn,2020-2021,626084.00,596285.75
dnd-mdn,2021-2022,75246.02,69629.44
ec,2021-2022,19824.00,18530.16
hc-sc,2018-2019,27331.71,27564.80
isc-sac,2020-2021,13775.87,13218.03
isc-sac,2021-2022,33676.33,31513.00
jus,2017-2018,10790.17,11165.13
jus,2019-2020,98177.72,97084.77
pc,2019-2020,77881.28,76802.72
pc,2021-2022,17722.85,16114.87
pch,2018-2019,31158.93,31766.42
phac-aspc,2018-2019,128948.94,130048.65
phac-aspc,2019-2020,15060.62,14726.46
pwgsc-tpsgc,2017-2018,20426.93,20999.32
rcmp-grc,2017-2018,249587.10,256537.73
rcmp-grc,2018-2019,187133.37,190193.24
rcmp-grc,2019-2020,26526.15,25894.28
rcmp-grc,2020-2021,48900.40,46561.45
rcmp-grc,2021-2022,133319.02,124033.67
ssc-spc,2018-2019,452681.74,459073.68
ssc-spc,2019-2020,171227.93,170859.24
