owner_org,d_fiscal_year,total
aafc-aac,2017-2018,17041.39
aafc-aac,2020-2021,102999.36
cgc-ccg,2017-2018,92588.45999999999
cgc-ccg,2018-2019,28460.679999999997
cgc-ccg,2019-2020,5015.37
dfo-mpo,2020-2021,11961.520000000002
dnd-mdn,2017-2018,432169.33158730157
dnd-mdn,2018-2019,759290.0118089248
dnd-mdn,2019-2020,537688.5766037735
dnd-mdn,2020-2021,626084
hc-sc,2018-2019,27331.71
isc-sac,2020-2021,13775.872572178478
jus,2017-2018,10790.17
jus,2019-2020,98177.72000000002
pc,2019-2020,77881.28
pch,2018-2019,31158.930000000004
phac-aspc,2018-2019,128948.93999999999
phac-aspc,2019-2020,15060.619999999999
pwgsc-tpsgc,2017-2018,20426.93
rcmp-grc,2017-2018,249587.10000000003
rcmp-grc,2018-2019,187133.37
rcmp-grc,2019-2020,26526.149999999998
rcmp-grc,2020-2021,48900.4
ssc-spc,2018-2019,452681.74
ssc-spc,2019-2020,171227.93
