d_most_recent_category,total,percentage
3_information_technology,11781975.26,0.7293
2_professional_services,4172070.44,0.2583
11_defence,126109.13,0.0078
10_office_management,49715.48,0.0031
6_industrial_products_and_services,24857.74,0.0015
