d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,49715.48
11_defence,2017-2018,444.0462323943662
11_defence,2018-2019,125665.08376760564
2_professional_services,2017-2018,1527834.9867042121
2_professional_services,2018-2019,1676593.1896528078
2_professional_services,2019-2020,695437.4706059115
2_professional_services,2020-2021,242274.56454276107
3_information_technology,2017-2018,2246989.478125095
3_information_technology,2018-2019,2402814.362725039
3_information_technology,2019-2020,1718633.381883346
3_information_technology,2020-2021,2555976.7465968477
6_industrial_products_and_services,2017-2018,24857.74
