owner_org,d_fiscal_year,total
aafc-aac,2017-2018,304470.1754612024
aafc-aac,2018-2019,306063.4245387976
aafc-aac,2019-2020,381303.9665320456
aafc-aac,2020-2021,931700.4525000708
aandc-aadnc,2017-2018,169500
ec,2017-2018,62602.662279521675
ec,2018-2019,231413.06610612856
ec,2019-2020,170332.38974413084
ec,2020-2021,172742.12963554033
nserc-crsng,2017-2018,87010
pwgsc-tpsgc,2017-2018,349121.93401971523
ssc-spc,2018-2019,86046.11849658315
ssc-spc,2019-2020,214237.2746241458
ssc-spc,2020-2021,213651.92687927108
tbs-sct,2017-2018,1347344.249862107
tbs-sct,2018-2019,1347344.249862107
tbs-sct,2019-2020,162419.5808052951
