d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,49715.48,51135.28
11_defence,2017-2018,444.05,456.73
11_defence,2018-2019,125665.08,128430.84
2_professional_services,2017-2018,180490.74,185783.96
2_professional_services,2018-2019,194812.00,198684.84
2_professional_services,2019-2020,18593.49,18169.09
2_professional_services,2020-2021,28622.64,27061.59
2_professional_services,2021-2022,29930.23,27834.00
2_professional_services,2022-2023,350389.98,313499.76
3_information_technology,2017-2018,3594333.73,3705490.33
3_information_technology,2018-2019,3855887.99,3928960.33
3_information_technology,2019-2020,2363345.96,2344132.71
3_information_technology,2020-2021,2750868.05,2617961.49
3_information_technology,2021-2022,2946104.06,2739331.62
3_information_technology,2022-2023,2947302.68,2637258.79
6_industrial_products_and_services,2017-2018,24857.74,25567.64
