d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1698635.46,1745763.66
2018-2019,301787.77,308351.80
2019-2020,2434808.19,2385300.82
2020-2021,1858757.09,1769843.04
2021-2022,1342135.67,1258021.21
