d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1587238.29
11_defence,2018-2019,245355.64
11_defence,2019-2020,1532264.97
11_defence,2020-2021,243594.97
3_information_technology,2017-2018,33911.23
3_information_technology,2019-2020,113156.82
3_information_technology,2020-2021,181386.05
5_transportation_and_logistics,2017-2018,77485.94
5_transportation_and_logistics,2019-2020,540473.09
5_transportation_and_logistics,2020-2021,1433776.07
6_industrial_products_and_services,2018-2019,56432.14
6_industrial_products_and_services,2019-2020,248913.31
