d_fiscal_year,total,total_constant_2019_dollars
2017-2018,830621.90,851991.34
2018-2019,897524.66,911559.62
2019-2020,721017.15,714932.50
2020-2021,719047.16,683576.76
2021-2022,719047.16,667595.74
