normalized_vendor_name,original_vendor_name
ROLLS ROYCE CANADA,Rolls-Royce Canada Ltd
ROLLS ROYCE CANADA,Rolls-Royce Naval Marine Inc.
ROLLS ROYCE CANADA,ROLLS-ROYCE CANADA LTD T46277
ROLLS ROYCE CANADA,ROLLS-ROYCE MARINE AS
ROLLS ROYCE CANADA,ROLLS-ROYCE NAVAL MARINE INC.
ROLLS ROYCE CANADA,ROLLS ROYCE COMMERCIAL MARINE INC
ROLLS ROYCE CANADA,ROLLS-ROYCE ENGINE SERVICES
ROLLS ROYCE CANADA,ROLLS-ROYCE MARINE NORTH AMERICA INC
ROLLS ROYCE CANADA,ROLLS-ROYCE CANADA LIMITED
ROLLS ROYCE CANADA,ROLLS-ROYCE CANADA LTD
ROLLS ROYCE CANADA,Rolls-Royce Canada Limited
ROLLS ROYCE CANADA,ROLLS-ROYCE CANADA LTD - COMMERCIAL MARINE
ROLLS ROYCE CANADA,Rolls Royce Canada Ltd.
ROLLS ROYCE CANADA,Rolls-Royce Commercial Marine Inc
