d_fiscal_year,total,total_constant_2019_dollars
2017-2018,896095.57,923841.50
2018-2019,497186.17,507967.65
2019-2020,407708.49,405040.81
2020-2021,121765.30,116132.03
2021-2022,68368.33,62962.49
2022-2023,3364981.86,2987280.89
