d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,35948796.05095219
1_facilities_and_construction,2018-2019,35578629.13475348
1_facilities_and_construction,2019-2020,35473529.067453474
1_facilities_and_construction,2020-2021,35553867.032284774
11_defence,2017-2018,44228850.83499607
11_defence,2018-2019,45103032.44556572
11_defence,2019-2020,39638680.34050386
11_defence,2020-2021,41612582.72807991
2_professional_services,2017-2018,30425552.26270985
2_professional_services,2018-2019,33822389.38392558
2_professional_services,2019-2020,6787982.92547728
2_professional_services,2020-2021,42965354.835600644
3_information_technology,2017-2018,295852672.9151134
3_information_technology,2018-2019,369370884.58575493
3_information_technology,2019-2020,321076578.74700767
3_information_technology,2020-2021,338206696.2831123
6_industrial_products_and_services,2017-2018,2271756.4345595725
6_industrial_products_and_services,2018-2019,2271756.4345595725
6_industrial_products_and_services,2019-2020,2277980.4247912425
6_industrial_products_and_services,2020-2021,2271756.4345595725
7_travel,2017-2018,92589.92248062015
7_travel,2018-2019,223810.07751937982
8_security_and_protection,2017-2018,624205.7461455252
8_security_and_protection,2018-2019,522242.0816212439
8_security_and_protection,2019-2020,523672.88184486376
8_security_and_protection,2020-2021,1869984.805773493
9_human_capital,2017-2018,93895.66666666666
9_human_capital,2018-2019,110602.03546428439
9_human_capital,2019-2020,431082.05034054915
9_human_capital,2020-2021,158518.2660399153
NA,2017-2018,36910.08
