owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,11529195.93,11882524.91
aafc-aac,2018-2019,8952813.91,9120260.97
aafc-aac,2019-2020,7173145.65,7115701.00
aafc-aac,2020-2021,8038475.09,7660813.08
aafc-aac,2021-2022,7964302.67,7450335.29
aandc-aadnc,2017-2018,733673.00,754644.03
aandc-aadnc,2018-2019,843139.00,862542.46
aandc-aadnc,2019-2020,1582061.23,1553273.19
aandc-aadnc,2020-2021,138869.32,132534.79
atssc-scdata,2017-2018,42975.99,44293.17
atssc-scdata,2018-2019,42975.99,43761.55
atssc-scdata,2019-2020,47631.53,47249.28
atssc-scdata,2020-2021,47501.39,45286.61
atssc-scdata,2021-2022,47501.39,44449.95
cas-satj,2017-2018,10840.67,11172.92
cas-satj,2018-2019,20318.52,20627.38
cas-satj,2019-2020,107073.48,106311.72
cas-satj,2020-2021,85588.90,81590.95
cas-satj,2021-2022,89784.50,84099.24
cbsa-asfc,2017-2018,17055280.57,17582569.27
cbsa-asfc,2018-2019,13536828.18,13779532.49
cbsa-asfc,2019-2020,14300226.49,14191211.90
cbsa-asfc,2020-2021,16836302.85,16052670.73
cbsa-asfc,2021-2022,8801787.27,8189459.22
ccohs-cchst,2017-2018,11809.17,12166.19
ccohs-cchst,2018-2019,16023.59,16316.48
ccohs-cchst,2019-2020,4214.42,4228.69
cfia-acia,2017-2018,367650.47,377880.93
cfia-acia,2018-2019,315368.47,318058.01
cfia-acia,2019-2020,445236.22,439915.10
cfia-acia,2020-2021,129745.91,123532.92
cfia-acia,2021-2022,435578.43,408040.04
cgc-ccg,2017-2018,481.46,494.72
cgc-ccg,2018-2019,35146.22,35788.66
cgc-ccg,2019-2020,97547.61,96603.95
cgc-ccg,2020-2021,35146.22,33507.51
cgc-ccg,2021-2022,356635.83,332876.08
chrc-ccdp,2021-2022,909016.07,840711.71
cic,2017-2018,1498045.18,1543747.33
cic,2018-2019,992534.88,1014848.06
cic,2019-2020,444519.56,436588.07
cic,2020-2021,2759244.28,2629882.81
cic,2021-2022,4379733.24,4107168.80
cihr-irsc,2017-2018,26451.11,27258.06
cihr-irsc,2018-2019,73558.50,74940.99
cihr-irsc,2019-2020,55534.59,55083.98
cihr-irsc,2020-2021,57261.34,54596.81
cihr-irsc,2021-2022,58479.27,54716.57
cnsc-ccsn,2017-2018,246916.59,254664.04
cnsc-ccsn,2019-2020,60654.39,59527.59
cnsc-ccsn,2020-2021,147335.05,140465.56
cnsc-ccsn,2021-2022,137253.17,128638.22
cpc-cpp,2017-2018,13651.31,14073.63
cra-arc,2017-2018,9803481.07,10104280.38
cra-arc,2018-2019,9460439.19,9633311.01
cra-arc,2019-2020,9614771.08,9538081.40
cra-arc,2020-2021,7257073.08,6918779.24
cra-arc,2021-2022,5078914.90,4760436.65
crtc,2017-2018,25920.64,26715.53
crtc,2020-2021,5506.03,5249.57
crtc,2021-2022,7803.25,7391.20
