d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,62097928.83,63706557.01
it_consulting_services,2018-2019,105782619.93,107317376.98
it_consulting_services,2019-2020,87124269.87,86370355.38
it_consulting_services,2020-2021,83453652.83,79309480.25
it_consulting_services,2021-2022,64594619.46,59980852.27
it_devices_equipment,2017-2018,130157368.57,133512008.07
it_devices_equipment,2018-2019,98659027.50,100307523.18
it_devices_equipment,2019-2020,38032576.81,37699778.71
it_devices_equipment,2020-2021,48048653.90,45658766.36
it_devices_equipment,2021-2022,37466056.12,34807901.41
it_other,2017-2018,76239437.25,78136218.33
it_other,2018-2019,153389875.69,155756403.09
it_other,2019-2020,168961038.16,167500988.26
it_other,2020-2021,176201297.22,167518053.98
it_other,2021-2022,179438121.48,166609951.27
it_software_licensing,2017-2018,51604269.14,52950813.79
it_software_licensing,2018-2019,40349637.74,40991370.39
it_software_licensing,2019-2020,38587503.04,38216631.55
it_software_licensing,2020-2021,43411970.16,41281384.42
it_software_licensing,2021-2022,164070456.08,151626400.59
