owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,81779.41,84173.31
cbsa-asfc,2018-2019,45369.85,46199.17
cbsa-asfc,2019-2020,117147.32,115873.89
cbsa-asfc,2020-2021,154307.70,147044.71
cbsa-asfc,2021-2022,209872.50,191902.07
csc-scc,2017-2018,19368.25,19901.98
csc-scc,2018-2019,107465.78,109507.19
csc-scc,2019-2020,104403.48,102881.62
csc-scc,2020-2021,310819.04,296180.81
csc-scc,2021-2022,227714.87,212346.90
dfo-mpo,2021-2022,31100.48,28445.53
dnd-mdn,2017-2018,1055269.47,1087258.26
dnd-mdn,2018-2019,1883612.58,1917792.73
dnd-mdn,2019-2020,3286919.56,3221433.92
dnd-mdn,2020-2021,1144455.31,1090172.22
dnd-mdn,2021-2022,1796425.89,1684093.91
ec,2018-2019,115828.48,117770.87
ec,2019-2020,36468.40,35687.86
ec,2021-2022,45350.19,41482.83
rcmp-grc,2017-2018,1848220.58,1901951.59
rcmp-grc,2018-2019,1378144.70,1401106.30
rcmp-grc,2019-2020,1665064.20,1631458.09
rcmp-grc,2020-2021,2145430.36,2039970.54
rcmp-grc,2021-2022,1844826.24,1705719.13
tc,2017-2018,49826.98,51253.07
tc,2018-2019,58398.90,59197.14
tc,2019-2020,80806.73,79328.61
tc,2020-2021,13277.50,12592.94
tc,2021-2022,14592.93,13539.23
