d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,119051.10
11_defence,2017-2018,338997.12
11_defence,2018-2019,97633.19
11_defence,2019-2020,84363.34
11_defence,2020-2021,92018.27
3_information_technology,2017-2018,1143648.59
3_information_technology,2018-2019,1303019.05
3_information_technology,2019-2020,1395438.35
3_information_technology,2020-2021,1852049.56
4_medical,2018-2019,491591.99
4_medical,2019-2020,19400.53
6_industrial_products_and_services,2017-2018,1028169.51
6_industrial_products_and_services,2018-2019,1583718.99
6_industrial_products_and_services,2019-2020,3767878.60
6_industrial_products_and_services,2020-2021,1326548.03
8_security_and_protection,2017-2018,522071.08
8_security_and_protection,2018-2019,112857.07
8_security_and_protection,2019-2020,23728.87
8_security_and_protection,2020-2021,378622.94
