d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1493197.92,1530781.04
2018-2019,1270447.63,1287099.72
2019-2020,1195205.62,1192849.33
2020-2021,1504172.26,1466441.40
2021-2022,1738278.73,1149052.18
