d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2019-2020,53886.55,53397.99
11_defence,2020-2021,4811.30,4534.15
2_professional_services,2017-2018,20870.54,21510.21
3_information_technology,2017-2018,1472327.38,1516701.22
3_information_technology,2018-2019,1259995.13,1282649.25
3_information_technology,2019-2020,1152525.28,1142821.26
3_information_technology,2020-2021,1499360.97,1429500.91
3_information_technology,2021-2022,1738278.73,1622078.64
9_human_capital,2018-2019,10452.50,10645.95
9_human_capital,2019-2020,10452.50,10347.98
