d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,10781.862670299728
10_office_management,2020-2021,44175.687329700275
11_defence,2019-2020,53886.550819672135
11_defence,2020-2021,4811.299180327869
2_professional_services,2017-2018,20870.54206730769
3_information_technology,2017-2018,1472327.3799574377
3_information_technology,2018-2019,1259995.1257220707
3_information_technology,2019-2020,1120084.7079939144
3_information_technology,2020-2021,1455185.278015489
9_human_capital,2018-2019,10452.5
9_human_capital,2019-2020,10452.5
