d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,25569.75,26248.02
it_consulting_services,2018-2019,27809.94,28155.95
it_consulting_services,2019-2020,44954.46,44514.75
it_consulting_services,2020-2021,15560.10,14901.45
it_consulting_services,2021-2022,26860.10,25024.69
it_devices_equipment,2017-2018,169289.48,173671.98
it_devices_equipment,2018-2019,22789.29,23060.70
it_devices_equipment,2019-2020,77634.58,76979.42
it_devices_equipment,2020-2021,95470.20,90502.03
it_devices_equipment,2021-2022,96011.57,88955.39
it_other,2017-2018,18199.01,18667.53
it_other,2018-2019,25489.05,25847.04
it_other,2019-2020,61801.41,61437.04
it_other,2020-2021,60404.54,57153.52
it_other,2021-2022,44509.28,40979.58
it_software_licensing,2017-2018,206709.39,212079.09
it_software_licensing,2018-2019,140272.28,142529.19
it_software_licensing,2019-2020,189878.42,187866.28
it_software_licensing,2020-2021,1068594.95,1015862.51
it_software_licensing,2021-2022,339601.74,315301.54
