normalized_vendor_name,original_vendor_name
PITNEY BOWES,PITNEY BOWES SOFTWARE CANADA INC.
PITNEY BOWES,Pitney Bowes of Canada Ltd
PITNEY BOWES,PITNEY BOWES OF CANADA LTD.
PITNEY BOWES,PITNEY BOWES OF CANADA
PITNEY BOWES,Pitney Bowes Canada
PITNEY BOWES,PITNEY BOWES CANADA
PITNEY BOWES,PITNEY BOWES OF CANADA LTD
PITNEY BOWES,PITNEY BOWES
PITNEY BOWES,PITNEY BOWES CANADA LTD.
PITNEY BOWES,PITNEY BOWES LEASING
PITNEY BOWES,PITNEY BOWES SOFTWARE CANADA
PITNEY BOWES,PITNEY BOWES CANADA LTD
PITNEY BOWES,Pitney Bowes of Canada
PITNEY BOWES,PITNEYWORKS PREPAID
PITNEY BOWES,PITNEY BOWES POSTAGE BY PHONE
PITNEY BOWES,PITNEYWORKS
PITNEY BOWES,Pitney Bowes
PITNEY BOWES,PITNEY BOWES INC.
PITNEY BOWES,PITNEY BOWES GLOBAL CREDIT SERVICES
PITNEY BOWES,PITNEY BOWES SOFTWARE INC
PITNEY BOWES,Pitney Bowes of Canada Ltd.
PITNEY BOWES,Pitney Bowes Canada Ltd.
PITNEY BOWES,PITNEY BOWES SOFTWARE CANADA INC
PITNEY BOWES,Pitney Bowes Of Canada Ltd
PITNEY BOWES,PITNEY BOWES INC
PITNEY BOWES,Pitney Bowes Leasing
PITNEY BOWES,Pitney Bowes Global Credit Services
PITNEY BOWES,PITNEY BOWES - MAP INFO CANADA
PITNEY BOWES,PitneyWorks
PITNEY BOWES,PITNEY-BOWES
PITNEY BOWES,PITNEY WORKS
PITNEY BOWES,pitney bowes inc
PITNEY BOWES,PITNEY BOWES FINAN.
PITNEY BOWES,PITNEY BOWES OF CANADA LIMITED
PITNEY BOWES,Pitney Bowes Inc.
PITNEY BOWES,pitney Works
PITNEY BOWES,PITNEY  BOWES
PITNEY BOWES,POSTAGE BY PHONE-PITNEY BOWES LT
PITNEY BOWES,PITNEY BOWES OF CA LTD
PITNEY BOWES,Piteny Bowes
PITNEY BOWES,Pitney Bowes du Canada Ltd
PITNEY BOWES,PITNEY Bowes of Canada Ltd.
PITNEY BOWES,PITNEY BOWES HONG KONG LTD
PITNEY BOWES,POSTAGE BY PHONE-PITNEY BOWES LTD
PITNEY BOWES,PITNEY BOWES LTD
PITNEY BOWES,PITNEY BOWES SOFTWARE
PITNEY BOWES,Pitney Works
