d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,21187.50,21253.07
it_devices_equipment,2019-2020,11492.10,11365.40
it_devices_equipment,2021-2022,11277.74,10591.55
it_devices_equipment,2022-2023,151781.83,134976.33
it_other,2017-2018,1290223.85,1328396.09
it_other,2018-2019,868558.44,883622.82
it_other,2019-2020,1413726.10,1394573.11
it_other,2020-2021,1546740.24,1479664.72
it_other,2021-2022,774402.16,722816.96
it_other,2022-2023,1581448.38,1406314.53
