d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,29595.38,30068.82
10_office_management,2018-2019,384633.41,388974.04
10_office_management,2019-2020,48990.85,49058.02
10_office_management,2020-2021,149990.75,142608.17
10_office_management,2021-2022,312056.90,80427.13
11_defence,2017-2018,827526.15,845987.55
11_defence,2018-2019,141591.47,143094.09
11_defence,2019-2020,244616.36,244338.17
11_defence,2020-2021,502808.19,487095.80
11_defence,2021-2022,316940.62,125403.91
2_professional_services,2017-2018,89349.10,91470.05
2_professional_services,2019-2020,14620.05,14640.09
2_professional_services,2020-2021,59958.61,58698.75
3_information_technology,2017-2018,1290223.85,1317145.05
3_information_technology,2018-2019,868558.44,882234.98
3_information_technology,2019-2020,1446405.70,1445349.33
3_information_technology,2020-2021,1546740.24,1518876.07
3_information_technology,2021-2022,841960.77,714072.56
6_industrial_products_and_services,2017-2018,95425.80,98714.79
6_industrial_products_and_services,2019-2020,10676.58,10671.71
6_industrial_products_and_services,2020-2021,91376.55,89242.62
6_industrial_products_and_services,2021-2022,71705.40,56700.18
