d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,236905.09593939144
1_facilities_and_construction,2018-2019,310439.1952654278
1_facilities_and_construction,2019-2020,76909.94422490339
1_facilities_and_construction,2020-2021,93207.14812451522
10_office_management,2017-2018,746222.2728867183
10_office_management,2018-2019,912007.2829839275
10_office_management,2019-2020,1451939.5072249365
10_office_management,2020-2021,1307544.490438041
2_professional_services,2017-2018,4677154.2490463685
2_professional_services,2018-2019,2855600.3535456792
2_professional_services,2019-2020,3895882.364891708
2_professional_services,2020-2021,4240226.952516837
3_information_technology,2017-2018,7165200.244093191
3_information_technology,2018-2019,4381457.874559743
3_information_technology,2019-2020,8106417.778641539
3_information_technology,2020-2021,6876715.236990179
4_medical,2017-2018,144373.87999999998
4_medical,2018-2019,103825.48999999999
4_medical,2019-2020,33787
4_medical,2020-2021,14351
5_transportation_and_logistics,2017-2018,443226.68523809523
5_transportation_and_logistics,2018-2019,346978.22116948094
5_transportation_and_logistics,2019-2020,164438.51549718573
5_transportation_and_logistics,2020-2021,478897.01492537314
6_industrial_products_and_services,2017-2018,542605.2351608487
6_industrial_products_and_services,2018-2019,184654.25516084873
6_industrial_products_and_services,2019-2020,252794.94176692204
6_industrial_products_and_services,2020-2021,1551322.17717677
8_security_and_protection,2017-2018,3737718.3513369863
8_security_and_protection,2018-2019,4400260.689880194
8_security_and_protection,2019-2020,4216541.224717588
8_security_and_protection,2020-2021,5678743.481652404
9_human_capital,2017-2018,501442.0609007962
9_human_capital,2018-2019,297463.04964394064
9_human_capital,2019-2020,404947.44651471166
9_human_capital,2020-2021,362884.5322050216
