d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1121979.17,1156453.59
it_consulting_services,2018-2019,1002406.88,1019301.66
it_consulting_services,2019-2020,4016286.52,3969585.03
it_consulting_services,2020-2021,2749068.14,2617447.18
it_consulting_services,2021-2022,2508218.03,2320317.96
it_consulting_services,2022-2023,2837467.11,2535273.29
it_devices_equipment,2017-2018,3442073.02,3541891.29
it_devices_equipment,2018-2019,663663.94,673749.96
it_devices_equipment,2019-2020,1477977.10,1463169.55
it_devices_equipment,2020-2021,2050817.81,1948578.21
it_devices_equipment,2021-2022,3219776.22,2918573.30
it_devices_equipment,2022-2023,894530.00,795533.54
it_other,2017-2018,1626790.80,1674281.83
it_other,2018-2019,1823419.86,1845604.75
it_other,2019-2020,1574539.68,1553812.33
it_other,2020-2021,1523044.43,1443163.36
it_other,2021-2022,2776739.14,2545224.37
it_other,2022-2023,1374118.28,1229056.64
it_software_licensing,2017-2018,1414403.02,1456865.60
it_software_licensing,2018-2019,1296178.85,1318027.35
it_software_licensing,2019-2020,1620481.30,1600327.24
it_software_licensing,2020-2021,882979.10,839908.74
it_software_licensing,2021-2022,2146142.62,1994946.76
it_software_licensing,2022-2023,1674444.74,1496843.46
