d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,603331.55,590277.12
it_consulting_services,2020-2021,3278355.84,3114681.30
it_consulting_services,2021-2022,7245506.83,6728494.85
it_consulting_services,2022-2023,13252338.34,11794448.69
it_devices_equipment,2019-2020,41415.64,40582.49
it_devices_equipment,2020-2021,1032169.21,978272.15
it_devices_equipment,2021-2022,348690.58,318960.84
it_devices_equipment,2022-2023,904265.17,804869.09
it_software_licensing,2019-2020,275000.00,268723.08
it_software_licensing,2020-2021,2396348.27,2271227.85
it_software_licensing,2021-2022,8035092.77,7397881.19
it_software_licensing,2022-2023,8193285.38,7306592.61
