owner_org,d_fiscal_year,total
cbsa-asfc,2019-2020,462827.15189873416
cbsa-asfc,2020-2021,6399021.0810334515
cihr-irsc,2020-2021,13954.548238897396
cra-arc,2019-2020,140504.39804985336
cra-arc,2020-2021,322541.5426930596
dfatd-maecd,2020-2021,17472.260000000002
dnd-mdn,2020-2021,147819.927378736
esdc-edsc,2019-2020,14180.547945205479
esdc-edsc,2020-2021,855837.3321004566
fja-cmf,2020-2021,22600
ic,2020-2021,889769.5590507591
nfb-onf,2019-2020,27235.09032786885
nfb-onf,2020-2021,707860.6370522681
nrc-cnrc,2020-2021,5556.662136986301
nrcan-rncan,2020-2021,1062089.1228846153
nserc-crsng,2020-2021,29835.616438356166
phac-aspc,2019-2020,13661.20218579235
phac-aspc,2020-2021,4986338.797814208
ssc-spc,2019-2020,275000
ssc-spc,2020-2021,242577.04610761724
tbs-sct,2020-2021,658790
vac-acc,2020-2021,16100
