d_most_recent_category,total,percentage
3_information_technology,20383678.25,0.442
9_human_capital,18900952.20,0.4099
5_transportation_and_logistics,5000000.00,0.1084
11_defence,1537573.65,0.0333
0_other,148214.26,0.0032
2_professional_services,63228.25,0.0014
10_office_management,56500.00,0.0012
6_industrial_products_and_services,25918.69,6e-4
