d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2020-2021,22600.00,21485.15
10_office_management,2021-2022,33900.00,31474.29
11_defence,2020-2021,147819.93,139189.91
11_defence,2021-2022,1389753.73,1289999.97
2_professional_services,2020-2021,17472.26,16452.19
2_professional_services,2021-2022,25763.53,23501.35
3_information_technology,2019-2020,919747.19,898379.54
3_information_technology,2020-2021,11056765.15,10468304.65
3_information_technology,2021-2022,27149795.84,25126581.56
5_transportation_and_logistics,2019-2020,13661.20,13330.59
5_transportation_and_logistics,2020-2021,4986338.80,4740364.12
6_industrial_products_and_services,2021-2022,25918.69,23409.76
9_human_capital,2020-2021,147168.00,138576.04
9_human_capital,2021-2022,179361.00,161998.86
