d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,6772496.7036755625
2_professional_services,2018-2019,4584241.654728194
2_professional_services,2019-2020,4911037.784788732
2_professional_services,2020-2021,1507708.4582223196
3_information_technology,2019-2020,48841.380000000005
6_industrial_products_and_services,2018-2019,37837.55
6_industrial_products_and_services,2019-2020,0
9_human_capital,2017-2018,69822.7
9_human_capital,2018-2019,17841.239570917758
9_human_capital,2019-2020,215250.27699296968
9_human_capital,2020-2021,468825.8374527436
NA,2019-2020,12630.02
