d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,5904116.460190123
10_office_management,2018-2019,2480138.6286161244
10_office_management,2019-2020,2867537.688913667
10_office_management,2020-2021,2884069.734036559
11_defence,2017-2018,6872.206849315069
11_defence,2018-2019,42078.59668493151
11_defence,2019-2020,33381.50646575343
2_professional_services,2017-2018,194993.55572846785
2_professional_services,2018-2019,116003.89605479452
2_professional_services,2020-2021,103732.23898465406
3_information_technology,2017-2018,50191.84040343994
3_information_technology,2018-2019,347856.5026594264
3_information_technology,2019-2020,163223.02422735118
3_information_technology,2020-2021,64824.91014740286
9_human_capital,2017-2018,2471225.79268746
9_human_capital,2018-2019,1672970.1739989135
9_human_capital,2019-2020,3455395.6892828
9_human_capital,2020-2021,2720716.682840939
