normalized_vendor_name,original_vendor_name
EBSCO CANADA,EBSCO CANADA LTD.
EBSCO CANADA,EBSCO Canada Ltd.
EBSCO CANADA,EBSCO
EBSCO CANADA,Ebsco Canada Ltd.
EBSCO CANADA,EBSCO Canada Ltd
EBSCO CANADA,EBSCO CANADA LTD
EBSCO CANADA,EBSCO INFORMATION SERVICES
EBSCO CANADA,Ebsco Canada Ltd
EBSCO CANADA,EBSCO CANADA LTEE
EBSCO CANADA,Ebsco
EBSCO CANADA,EBSCO Publishing
EBSCO CANADA,EBSCO CANADA LTD./
EBSCO CANADA,"EBSCO CANADA LTD - TORONTO, ON"
EBSCO CANADA,EBSCO Canada LTD.
EBSCO CANADA,EBSCO CANADA LTÉE
EBSCO CANADA,EBSCO Canada Lte
EBSCO CANADA,EBSCO Ltd. Canada
EBSCO CANADA,EBSCO Canada LTD
EBSCO CANADA,EBSCO CANADA LIMITED
EBSCO CANADA,EBSCO Canada
EBSCO CANADA,EBSCO PUBLISHING
EBSCO CANADA,EBSCO Information Products
EBSCO CANADA,EBSCO Canada ltd
EBSCO CANADA,EBSCO CANADA
EBSCO CANADA,Ebsco Publishing
EBSCO CANADA,EBSCO Ltd
