owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,259926.69,266793.84
aafc-aac,2018-2019,91128.52,92533.34
aafc-aac,2019-2020,268374.51,266053.06
aafc-aac,2020-2021,313727.79,298272.45
aafc-aac,2021-2022,294445.12,228751.22
aandc-aadnc,2017-2018,278707.22,285383.45
aandc-aadnc,2018-2019,52219.26,52855.37
aandc-aadnc,2019-2020,353080.41,350100.77
aandc-aadnc,2020-2021,322209.99,306586.18
cer-rec,2017-2018,10618.53,10893.75
cer-rec,2018-2019,13025.61,13226.78
cer-rec,2019-2020,14857.44,14730.37
cer-rec,2020-2021,14984.50,14245.33
cer-rec,2021-2022,14578.58,11410.28
cic,2017-2018,49079.77,50298.47
cic,2018-2019,49992.08,50896.17
cic,2019-2020,21994.44,21806.40
cic,2020-2021,30439.88,28866.99
cic,2021-2022,62573.02,46462.26
cnsc-ccsn,2017-2018,90301.04,92641.04
cnsc-ccsn,2018-2019,18060.21,18452.47
cnsc-ccsn,2019-2020,631856.86,628911.58
cnsc-ccsn,2020-2021,156796.24,149496.51
cnsc-ccsn,2021-2022,39698.16,29501.57
cpc-cpp,2018-2019,40703.39,41159.77
cpc-cpp,2020-2021,93290.01,88688.04
cra-arc,2017-2018,100374.66,102975.69
cra-arc,2018-2019,100374.66,101935.63
cra-arc,2019-2020,92124.69,91481.62
cra-arc,2020-2021,85257.91,81241.60
cra-arc,2021-2022,113573.49,88844.52
csa-asc,2017-2018,35427.21,36336.15
csa-asc,2018-2019,34194.86,34763.27
csa-asc,2019-2020,82863.07,81314.38
csa-asc,2020-2021,22343.60,21264.15
csa-asc,2021-2022,14773.65,11529.94
csps-efpc,2017-2018,51689.07,53028.50
csps-efpc,2018-2019,29530.40,30010.03
csps-efpc,2019-2020,74746.40,74115.62
csps-efpc,2020-2021,74542.18,70865.03
csps-efpc,2021-2022,50659.89,41565.86
dfatd-maecd,2017-2018,13463.67,13796.17
dfatd-maecd,2018-2019,225783.69,229294.96
dfatd-maecd,2019-2020,145664.89,143992.85
dfatd-maecd,2020-2021,182081.11,173099.10
dfatd-maecd,2021-2022,444509.20,339124.91
dfo-mpo,2017-2018,31503.34,32379.88
dfo-mpo,2018-2019,253796.91,256309.75
dfo-mpo,2019-2020,252268.49,246865.69
dfo-mpo,2020-2021,230039.04,216608.90
dfo-mpo,2021-2022,77775.01,20394.87
dnd-mdn,2017-2018,1877379.92,1925907.07
dnd-mdn,2018-2019,1990543.25,2021283.93
dnd-mdn,2019-2020,2133039.30,2114365.13
dnd-mdn,2020-2021,2590449.34,2459534.80
dnd-mdn,2021-2022,2591130.66,1612605.98
ec,2017-2018,88308.39,90596.75
ec,2018-2019,45128.07,45782.65
ec,2019-2020,145791.97,144561.64
ec,2020-2021,147427.31,140136.35
ec,2021-2022,77558.60,38141.36
esdc-edsc,2017-2018,185509.87,190342.94
esdc-edsc,2018-2019,154568.06,156955.47
esdc-edsc,2019-2020,155215.13,154040.01
esdc-edsc,2020-2021,145162.31,138205.83
esdc-edsc,2021-2022,141505.58,118029.97
fin,2017-2018,81573.04,83686.86
fin,2018-2019,81573.04,82841.62
fin,2019-2020,81796.53,81106.25
fin,2020-2021,81573.04,77549.06
fin,2021-2022,83147.09,63811.70
hc-sc,2020-2021,19187.64,18067.43
hc-sc,2021-2022,4684.12,1453.75
ic,2017-2018,218935.49,224607.30
ic,2018-2019,229057.29,232622.04
ic,2019-2020,297974.75,295457.98
ic,2020-2021,305308.16,290249.90
ic,2021-2022,307438.89,240024.84
infc,2018-2019,31270.72,31578.39
infc,2019-2020,111401.95,110960.87
isc-sac,2017-2018,4304.63,4406.10
isc-sac,2018-2019,101845.37,103297.89
isc-sac,2019-2020,317950.92,315682.13
isc-sac,2020-2021,55249.70,52323.54
isc-sac,2021-2022,315596.63,239233.51
jus,2017-2018,17034.19,17481.46
jus,2018-2019,21618.17,21953.86
jus,2019-2020,23608.39,23409.16
jus,2020-2021,22511.82,21410.66
jus,2021-2022,11098.86,8459.18
nrc-cnrc,2017-2018,3913919.16,4018940.73
nrc-cnrc,2018-2019,208982.67,212584.53
nrc-cnrc,2019-2020,327096.62,324151.45
nrc-cnrc,2020-2021,10308.87,9863.32
nrcan-rncan,2017-2018,654463.84,671801.63
nrcan-rncan,2018-2019,160482.28,162978.01
nrcan-rncan,2019-2020,160921.95,159563.94
nrcan-rncan,2020-2021,127155.04,120812.89
nrcan-rncan,2021-2022,169689.83,159872.58
nsira-ossnr,2019-2020,4967.95,4857.74
nsira-ossnr,2020-2021,16309.32,15515.05
nsira-ossnr,2021-2022,8863.55,8314.42
oag-bvg,2017-2018,39038.70,40048.06
oag-bvg,2018-2019,74773.35,75724.25
pc,2017-2018,51158.45,52420.18
pc,2018-2019,126074.09,128005.74
pc,2019-2020,137812.41,136640.09
pc,2020-2021,248947.01,235821.18
pc,2021-2022,162422.34,25658.44
pch,2017-2018,156083.07,160128.03
pch,2018-2019,134619.50,136745.41
pch,2019-2020,119461.28,118424.17
pch,2020-2021,102719.76,97851.37
pch,2021-2022,149573.26,110959.18
pco-bcp,2017-2018,38259.70,39189.67
pco-bcp,2018-2019,127545.66,129518.49
pco-bcp,2019-2020,167735.50,165870.83
pco-bcp,2020-2021,101559.98,96814.58
pco-bcp,2021-2022,102321.45,63031.30
ps-sp,2017-2018,152991.10,156911.78
ps-sp,2018-2019,99012.11,100551.90
ps-sp,2019-2020,268454.24,263945.40
ps-sp,2020-2021,130696.79,123066.45
psc-cfp,2017-2018,29311.72,30084.31
psc-cfp,2018-2019,37628.02,38231.79
psc-cfp,2019-2020,12761.77,12623.46
psc-cfp,2020-2021,10522.14,10022.22
psc-cfp,2021-2022,8456.94,5833.59
pwgsc-tpsgc,2019-2020,5148.48,5071.82
pwgsc-tpsgc,2020-2021,6349.02,6054.64
rcmp-grc,2017-2018,108346.46,110997.18
rcmp-grc,2018-2019,120795.97,122289.25
rcmp-grc,2019-2020,110567.59,109167.23
rcmp-grc,2020-2021,44643.09,42036.74
rcmp-grc,2021-2022,203684.10,159334.87
statcan,2017-2018,89690.93,91805.13
statcan,2018-2019,4720.58,4823.10
statcan,2020-2021,81550.97,77528.08
statcan,2021-2022,137037.83,96119.93
